mod_type	logFC after training	SE training	P-value training	I2	Gene
base_model	-0.0029788729795535	0.00151317227301532	0.0489958495513949	3.52403905385419	AJAP1
avg_age	0.0903805875659257	0.0272211581544905	0.000899423478060823	0	RNF207
base_model	0.00193337614257249	0.00147919443463252	0.191196865727898	2.85497887882927	ESPN
base_model	-0.0255341700528762	0.0106696943584401	0.0167044487097617	46.9803696159396	ZBTB48
base_model	-0.0172596428815043	0.0143850240314373	0.230203763767912	49.0455843452136	PHF13
training;avg_age	0.121413662069195	0.0357378497073815	0.000680441175395529	0	THAP3
base_model	-0.0886268856397477	0.0468174102823576	0.0583535293689571	NA	CAMTA1
base_model	-0.0488912165985898	0.01312696152692	0.000195711671392615	NA	VAMP3
base_model	-0.0917088839073113	0.0625668778453432	0.142709948819733	NA	PER3
base_model	0.028449057053074	0.00703656699383282	5.27646872060335e-05	32.6093233868515	PARK7
base_model	-3.59528640861115e-06	0.00139238644974335	0.9979397814953	0	CA6
base_model	-0.0994017563964438	0.0251036348853211	7.5057828064947e-05	92.0290110843618	H6PD
base_model	-0.10075222373534	0.0401282192236774	0.0120472454398486	NA	SPSB1
base_model	0.012864435313851	0.00811786226928969	0.113032860486992	20.7890558712238	SLC25A33
base_model	-0.0237735693262234	0.0102793542974741	0.0207364274557496	46.3102274791117	TMEM201
base_model	0.00233318391355599	0.00178392027842813	0.190908259923578	5.18327091503189	PIK3CD
base_model	0.013273053474804	0.0134949217398266	0.325332328981079	29.4419151906424	NMNAT1
base_model	0.213072599437659	0.0481076824463416	9.46375103842257e-06	NA	RBP7
base_model	-0.0560975800252293	0.0108653526876793	2.43051340179182e-07	68.7169879705722	UBE4B
avg_age	-0.227148798066898	0.0485510763325498	2.88906084335998e-06	49.6371205170705	KIF1B
base_model	0.0386699565050147	0.00966602762752614	6.31807988022822e-05	40.3796509226891	PGD
base_model	-0.00937972576369899	0.00643287812582566	0.144815287658891	70.4132719778798	PEX14
base_model	-0.0444681095562175	0.0133108741594633	0.000835567902696276	53.5467215381762	TARDBP
base_model	-0.00870653314055735	0.0122325779052242	0.476619811459412	NA	UBIAD1
base_model	-0.000103111343797738	0.00157061034676189	0.94765608807686	5.14163351129149	DISP3
base_model	0.00188150402654075	0.0178143315534495	0.915885890032568	52.2259403029276	FBXO6
base_model	0.0109286373372265	0.023549328369168	0.642594536464776	88.1897172816047	AGTRAP
base_model	-0.0209842704398612	0.0127541663989469	0.0999105381459611	31.1780871278948	C1orf167
base_model	-0.0385697380282343	0.0158762146612966	0.0151236731088518	90.4500581379173	CLCN6
base_model	0.0760195306363888	0.0203129576712855	0.00018225972218327	NA	PLOD1
avg_age	0.171975358344289	0.0510044378140153	0.000746861267020234	37.4341475707571	MFN2
base_model	-0.0345276292145556	0.0158999781469713	0.0298894715009631	NA	MIIP
base_model	0.0022085551802374	0.00155045594615414	0.154314717707454	4.58409667654831	TNFRSF8
base_model	0.0657059887698373	0.0113736293935862	7.60231662273764e-09	57.8167388983489	TNFRSF1B
base_model	-0.0185858662396853	0.013942386924615	0.182516164496609	NA	VPS13D
time	-0.149558227033669	0.0297047803554433	4.78297651277685e-07	63.1347533663973	CFAP107
base_model	-0.00250988862971199	0.0014722733560151	0.0882371790881992	0	PRAMEF12
training	0.000192173221795092	0.0019579580352524	0.921813330639679	0	PRAMEF1
base_model	9.11342895141802e-05	0.00192435705199224	0.962227658954588	0	PRAMEF10
prop_males	0.0685169359920478	0.0186473673943301	0.000238456601458703	3.32185013071256	PDPN
base_model	-0.023187980854382	0.00647503233374492	0.000342101595925915	51.403325641449	PRDM2
base_model	0.000344402444109577	0.00130486681178849	0.791828575138117	0	KAZN
base_model	0.036701431684255	0.015515892590129	0.0180101696964847	NA	TMEM51
base_model	0.0415378200645295	0.00963290490664917	1.61728666967232e-05	42.8936785374137	EFHD2
base_model	0.000980040774688591	0.00313189467341814	0.754339430400511	24.1035466190125	CTRC
base_model	-0.00251160466573153	0.00137287561685915	0.0673325100397799	0	CELA2B
base_model	-0.0265211816415879	0.00678485278684002	9.27246505718339e-05	31.637018778158	DNAJC16
base_model	-0.104723743454476	0.0433300269277388	0.0156539109815674	92.9123510269972	RSC1A1
base_model	-0.079639485013923	0.0301973959607654	0.00835697643677537	95.0077664411309	DDI2
base_model	-0.024720722311844	0.0120423814275109	0.0400909978860252	37.9094274696403	PLEKHM2
training	0.380064681509287	0.0991793934034967	0.000127057571689679	85.0165385391079	SLC25A34
prop_males	-0.0457585668360884	0.0159633241821499	0.00415062960780928	23.3517664379814	FBLIM1
training	-0.100665304585303	0.0406451276211124	0.0132607722792047	89.974674380377	SPEN
prop_males	-0.0863679244614302	0.0397604220076438	0.0298399439910496	NA	SRARP
base_model	-0.00169395116030623	0.0026709794060781	0.525946393595015	10.1908265183235	CLCNKA
base_model	-0.0971108839435916	0.0140817891865976	5.34106684413962e-12	49.9275276889187	SZRD1
base_model	0.058336226504462	0.0097227884601571	1.97380561954529e-09	61.6511128914668	NECAP2
avg_age	-0.148377241092747	0.0595909746089001	0.0127768946691094	66.8355570010352	MST1
avg_age	-0.136302183405359	0.0531296325343902	0.0103037779945914	58.4802435253538	GSTM2
base_model	-0.00370120521702604	0.00143427770699066	0.0098647078318563	0	CROCC
base_model	0.000442240000357427	0.00211709868419077	0.834534385069627	0	PADI1
base_model	-0.0381049016090968	0.0119576931136825	0.0014393420921003	64.4078947825891	ARHGEF10L
base_model	0.000502359377707988	0.00140490028723511	0.720660240604591	0	ACTL8
base_model	-0.00102763066723958	0.00137711240982224	0.455533719345867	0	IGSF21
base_model	-0.0106129779629901	0.0155146163957692	0.493935265474785	NA	KLHDC7A
avg_age	-0.0650025009304121	0.0226815224476272	0.00415853040670651	45.3483836325744	PAX7
time	-0.0381928577200654	0.00626083415121855	1.0588109089733e-09	0	MRTO4
base_model	0.0241667666327992	0.0220099118546476	0.272206802225471	83.662653864287	MICOS10
base_model	0.0779567534166791	0.0166462286769145	2.82502310724085e-06	51.5895631131523	NBL1
base_model	-0.0293416122864625	0.00987649293096421	0.00296973536203254	36.1383619148569	OTUD3
prop_males	-0.0388047242555298	0.0123765866829211	0.00171658963246989	7.15377784439899	PLA2G5
base_model	-0.000556620051079526	0.00138785548490921	0.688372379442358	0	PLA2G2F
base_model	-0.00254742758116876	0.00387550505778073	0.510978397790469	16.0871560756427	UBXN10
base_model	0.000505107543949218	0.00131146454970242	0.700127995484203	0	VWA5B1
base_model	0.0680448460225537	0.0171124168881551	6.99830461246154e-05	58.4310857216959	PINK1
base_model	-0.0266313305307595	0.00916916332190305	0.00367904841238099	51.212289645793	HS6ST1
base_model	-0.00121149831792119	0.00279727101971738	0.664942060641173	46.7610049938653	NBPF3
time	0.041000832187084	0.0106710849942867	0.000121918276506536	0.401272745525315	ALPL
time	-0.0125171690902455	0.00366274434228146	0.000632155578121527	1.99087150182379	CELA3A
base_model	0.0213216962978228	0.0112221803618607	0.0574383398887832	24.3661087436844	LINC00339
prop_males	0.0863800873609514	0.025029094534509	0.000558126575605261	42.1905868859723	ZBTB40
base_model	0.00109689806349304	0.00182534221245679	0.54788837403063	11.4517244254208	EPHA8
base_model	0.17347924348386	0.0466415934417887	0.000199688100602508	NA	C1QA
base_model	0.245405724444013	0.0619908602616306	7.53460703151759e-05	NA	C1QC
base_model	0.169834583535817	0.0593590969150639	0.00422122913227142	NA	C1QB
base_model	-6.84241661344401e-07	0.00138180511061527	0.99960490388193	0.131045347484224	EPHB2
base_model	-0.0470795807742242	0.0119622871843699	8.29658937441998e-05	NA	KDM1A
base_model	0.0139839384427284	0.0115263641309579	0.225048274539331	30.9422186990919	ZNF436-AS1
base_model	0.029050475347946	0.0126921104819227	0.0220874360203906	59.5663506768899	RPL11
base_model	-0.0291101512512841	0.00815105120021497	0.000355163471191508	33.0314452161347	ELOA
base_model	-0.0719674161692632	0.0183440686427187	8.73812253830127e-05	NA	PITHD1
base_model	-0.00964994386659491	0.0215981712032978	0.655023450722236	NA	LYPLA2
base_model	-0.0569269950546342	0.0141427403484568	5.69331286548546e-05	21.8185199222494	PNRC2
base_model	-0.000650019215872765	0.00134904100144855	0.629921033689553	0	GRHL3
base_model	0.0466560027665244	0.00778417749839286	2.05123172186752e-09	48.2509539816571	NIPAL3
base_model	0.0173646621313817	0.00753179096733055	0.0211377099276756	70.9248982411304	RCAN3
base_model	-0.0462100204621414	0.0172368586219167	0.00734279393888464	NA	SRRM1
time;avg_age	-0.149807087359873	0.0989413593253159	0.130000542227742	81.3345847037601	CLIC4
base_model	5.31307966259524e-05	0.00136982143825061	0.969060481634393	0.300093072126151	RHD
base_model	0.0331038266209819	0.0140371740593588	0.0183589938921991	76.0770948946773	TMEM50A
base_model	0.0426112329130408	0.0171826216791648	0.0131418174069631	62.3264007949911	SDHD
base_model	-0.103734478188939	0.0321620114406425	0.00125808709987647	NA	MACO1
base_model	-0.0142061847774585	0.00938986539949298	0.130298097523444	53.2733141441881	LDLRAP1
base_model	0.0465001383163631	0.0317921505129889	0.143568777067502	NA	MAN1C1
base_model	0.0801014148542008	0.0189211748265493	2.30156780228591e-05	77.2144588543228	SELENON
base_model	0.0162208441867345	0.0209696183852057	0.439202708093459	75.8510380424663	MTFR1L
training	0.117630892576022	0.0359185936079126	0.00105688024909039	68.9819203129728	EXTL1
prop_males	0.004349507192266	0.0386196674868357	0.910328538582339	40.5288814893006	PDIK1L
base_model	0.0332399380990315	0.0124441960309926	0.00755986659972349	52.5638427016329	FAM110D
base_model	-0.0474531505759448	0.0273306410818381	0.0825175382204558	NA	ZNF593
base_model	-0.129784527074867	0.025234154445374	2.70085049963096e-07	76.543700044429	CNKSR1
prop_males	0.10513508179122	0.109062996712254	0.33505349726395	89.0056625295235	CEP85
base_model	0.031626259600517	0.0284517488070367	0.266320821844473	NA	SH3BGRL3
training	0.0567050578800895	0.0220556035342567	0.0101403983511998	53.8945315447706	CD52
base_model	0.0274060171814321	0.00977198407478483	0.00503868839871091	NA	DHDDS
base_model	-0.0456597539638305	0.0122004279536194	0.000182219201059881	45.8495948899732	HMGN2
prop_males	-0.0761416439015207	0.0487700723427841	0.118467830051543	90.5963859676231	RPS6KA1
base_model	-0.0445536958940136	0.0178132009552315	0.0123786646641264	83.2493203210552	ARID1A
base_model	-0.00898504980675353	0.00765827795673841	0.240696865136697	16.6635976903225	PIGV
base_model	-0.0165857248425189	0.00980253229071831	0.0906490817860177	23.9361951856981	SFN
base_model	-0.0435451630581816	0.0157290867348466	0.00563239251979337	NA	NUDC
base_model	0.00137058869955323	0.00779055584036692	0.860349318477558	30.7195001911609	TRNP1
base_model	-0.0113701112098582	0.00995017180084039	0.25316108721356	NA	WDTC1
base_model	-0.0437879991020781	0.0161273531590376	0.0066248038210415	NA	TMEM222
base_model	-0.0034452685663023	0.0026706140626624	0.197027722136538	0	SYTL1
prop_males	0.0704773802701584	0.0253452199193108	0.00542423163645534	0	TMA7
training	-0.0174551636798954	0.0059868100436778	0.00355001458574091	0	FAM76A
base_model	0.00453185397207153	0.00560010401819362	0.41837446179554	17.7120000032677	STX12
prop_males	0.0423908020273726	0.0213479169111381	0.0470653781898259	38.2168585113209	PPP1R8
prop_males	-0.0592869746272291	0.0273926782766135	0.0304385300364823	25.2441082466679	THEMIS2
base_model	0.000823688499150427	0.00147342154307979	0.576140480088753	2.21275633323955	SMPDL3B
base_model	0.0117502174617941	0.00951001187459005	0.216621097528339	57.8513629537715	XKR8
base_model	-0.00670743375918777	0.0209829745649163	0.749225503260015	NA	ATP5IF1
base_model	-0.014141964554485	0.0082529222239808	0.0866076243036109	43.269378107064	SESN2
base_model	-0.0350105739283276	2.20228717580926e-07	0	NA	MED18
base_model	0.0338605893569814	0.0163288322909372	0.0381100847606793	95.7084246140714	PHACTR4
base_model	0.020263145926251	0.0171686983966344	0.237905669683102	58.6462219316075	SNHG3
base_model	-0.00193361286838253	0.0108662405576307	0.858764746621198	85.3569495895207	TRNAU1AP
base_model	0.002502135178632	0.0121946608240846	0.837429273492689	67.8440710752418	RAB42
base_model	-0.0266940117491236	0.00489496951856202	4.94279544315943e-08	42.1651636007185	GMEB1
time	-0.0497216950339724	0.00920098043367239	6.51868776085981e-08	36.3966424139583	YTHDF2
base_model	-0.00635737602049424	0.00215745371975815	0.00321181201718435	1.82566064847577	OPRD1
base_model	-0.0245824362663567	0.00615780893383106	6.54975969167258e-05	72.5510385796503	EPB41
avg_age	0.0956755220722313	0.0338619741371629	0.00472133541541014	32.6008295821531	PTPRU
base_model	-0.0138448004783332	0.00696988953769316	0.0469919209514928	47.7925710655161	ZCCHC17
base_model	0.0213690372541259	0.0170604423482046	0.210369943825713	71.4307414545013	SERINC2
base_model	0.0472625951187814	0.0193846880024078	0.0147630301118477	NA	TINAGL1
base_model	-0.0083707095139754	0.00279364173903673	0.0027323869236146	18.3390919808302	HCRTR1
base_model	-0.0331063163598842	0.0112021098755996	0.00312299979871079	67.9894731265694	KHDRBS1
base_model	-0.0500980028944798	0.00630742629099777	1.97824964394411e-15	2.37282547014051	KPNA6
base_model	-0.00524948735851291	0.0114676537565681	0.647121481910644	45.3043499010496	TXLNA
prop_males	0.332652072736762	0.105891502102178	0.0016811777505924	NA	CCDC28B
training	0.0358368613726453	0.0133148230236356	0.00711312548108604	16.9676490268455	IQCC
base_model	-0.0582486436835234	0.0100192521114747	6.11171769097282e-09	49.8735540988414	EIF3I
base_model	0.0262739880555223	0.0109756169213753	0.0166725346839799	35.4894550903911	FAM167B
base_model	0.00155240253772437	0.00159150153179339	0.3293457005155	7.95215238450203	LCK
base_model	0.0203935300952344	0.00998882933030493	0.0411878847040677	53.9714052814694	HDAC1
base_model	-0.0255900973212446	0.0113693105262158	0.0243979111119099	59.2375423091504	TSSK3
base_model	-0.000923758651504647	0.00181629147468208	0.611035405264656	0.432842733689631	ZBTB8A
base_model	-0.0598787413458675	0.0223943432234698	0.00749897102255152	NA	RBBP4
base_model	0.00657762921476013	0.00349852878362628	0.0600926881561547	3.08181225378973	S100PBP
base_model	-0.00803466702148725	0.00636754418869305	0.207015123095103	61.2397146205435	HPCA
prop_males	0.0709284438443639	0.0305959844134051	0.0204369755107805	NA	ZNF362
base_model	0.00119589588482947	0.0053156173856102	0.821996547568881	NA	ZSCAN20
base_model	0.000687983375883165	0.00139659675575618	0.622285221585358	0	C1orf94
base_model	0.00282299913496338	0.00340864368034176	0.407563815640806	26.8225972956701	GJB5
base_model	-0.00113183401264005	0.00140652980367179	0.42099303313483	0	GJB4
base_model	0.113044518063883	0.0408500908063784	0.00565224527201439	NA	GJA4
base_model	-0.0149208648625444	0.0203652598213825	0.463764220588943	NA	ZMYM4
base_model	0.00667921395024685	0.0125243181005261	0.59382619805673	63.5699071730845	NCDN
time	-0.0273033980787284	0.00919895230331241	0.00299648125599362	1.32096349805342	TFAP2E
base_model	0.00585204860868728	0.00870459026430248	0.50139619762242	48.3082727547103	AGO4
base_model	-0.00115077628188991	0.00230907276384905	0.618222152025932	6.18794481563769	AGO3
time	-0.0130113689872768	0.0136472667934901	0.340385035601456	26.6022368998152	ADPRS
training	-0.122033494291155	0.0221111451294619	3.40751378579706e-08	47.2265400487593	MAP7D1
base_model	-0.0759058728540957	0.0205126070115256	0.000215217638351722	NA	THRAP3
base_model	-0.00401933271057393	0.0121904301540946	0.741617486240601	NA	SH3D21
base_model	-0.0807925691208566	0.0191661020330343	2.49348390773933e-05	58.5699411898727	RPS27
base_model	-0.023984664322906	0.00730760676988504	0.00103018649652477	26.8403841135623	DNALI1
base_model	-0.0405654836573818	0.0147477797936933	0.00594832703185255	NA	MANEAL
base_model	0.0657421255096177	0.0196964285619612	0.000844539778396721	58.8809737132128	C1orf122
training	-0.126486907969212	0.0254259599180829	6.53436543233315e-07	63.173920735929	UTP11
base_model	-0.0467069994738669	0.0124360795593763	0.000172812398587968	47.8865356364845	AKIRIN1
base_model	0.0651780740146941	0.0235252576125094	0.00559604545342213	NA	NDUFS5
training	0.00344044100748204	0.00769355145176214	0.654741471926561	37.2080666149481	MACF1
base_model	-0.00277721788847541	0.00179717366532523	0.122267604871174	10.9931196764827	BMP8A
base_model	-0.024706014008845	0.00776173823655108	0.00145731595692098	58.1016314368102	PPIE
base_model	9.99618136006483e-05	0.00153685314639228	0.948139621510808	3.63091447983591	MFSD2A
base_model	0.10684614271914	0.0325231356035724	0.00101897352420009	NA	CAP1
prop_males	0.0729381860659209	0.0195879538822109	0.000196382905102763	0.216650162581632	RLF
base_model	0.00201664918215576	0.00202250403054767	0.318713474140079	1.96312368709275	TMCO2
base_model	0.00930331954019578	0.0209238241342841	0.656588558734546	NA	ZMPSTE24
base_model	0.0482356161919805	0.023954026169312	0.0440436991311021	97.0075771005184	SMAP2
base_model	0.0018192346630077	0.0073163305986872	0.803628455790542	NA	ZFP69B
base_model	0.00347837526291138	0.00225230557820116	0.122500647953473	4.9074614114961	ZFP69
base_model	-0.010730553506433	0.00874700764501931	0.219909610856287	35.7407728070435	EXO5
base_model	0.0138466656728379	0.00599523132447694	0.0209095756693544	17.4437869358548	ZNF684
base_model	-0.0235507052235912	0.0149520730371076	0.115238072109521	NA	NFYC
base_model	0.075279483013365	0.0608048324815743	0.215697154953687	NA	KCNQ4
base_model	0.00799251452794225	0.0189053338207519	0.672466684591839	86.7078664099888	CTPS1
base_model	-6.56374016544168e-05	0.00137970195791549	0.962056065074931	0	GUCA2B
prop_males	0.0447717716725396	0.0163449204124667	0.00615915803999768	NA	RIMKLA
base_model	0.029831565667106	0.00740965221932577	5.67237363825247e-05	0.100684466604163	PPCS
base_model	-0.000518090476854074	0.00149603979737715	0.729111293854386	3.21636854477132	CCDC30
base_model	-0.00612490064115978	0.00501449481708121	0.221919764947826	0	PPIH
base_model	-0.00924212832972358	0.0202226097222008	0.647656981745739	NA	C1orf50
base_model	-0.00215038376061359	0.00138266185114402	0.119886726919225	0	CFAP57
base_model	-0.000207800079150591	0.00142119996001694	0.883752038349263	1.64189120296834	TMEM125
base_model	0.148373476724164	0.0523990519020081	0.00463148601691383	NA	TIE1
base_model	-0.000289210887094538	0.00155661805046455	0.852606011149471	5.6981303866158	MPL
base_model	0.000772299258638973	0.00817878534315288	0.924769862373455	56.6662078112455	CDC20
base_model	-0.0172988312307912	0.0039677346074629	1.30136114832812e-05	3.95670534655227	SZT2
training	-8.6586468321319e-05	0.00505284091989264	0.986327963552135	1.20030081848929	KDM4A
prop_males	0.0442474342286707	0.0235038017305108	0.0597593449143645	44.9929165518364	ST3GAL3
base_model	-0.0304315678682888	0.0143114019493944	0.0334711143522252	53.3902150512366	IPO13
base_model	0.0587001021274135	0.0269066144257517	0.0291373316197862	82.5272042805483	DPH2
avg_age	0.211487079983279	0.0655984669575741	0.00126429399779625	74.5336648569938	ATP6V0B
base_model	-0.0222203736547655	0.0130497325739411	0.0886157025529022	54.584138455596	B4GALT2
base_model	-0.0522583195260022	0.0127870703860173	4.37346111541675e-05	53.8281062709429	DMAP1
base_model	-0.0311674242536834	0.0067172198700961	3.48528655013433e-06	47.1556962932708	RNF220
base_model	-0.0102918576585132	0.00607684630883603	0.0903378526174326	0.00312343132935337	SNORD55
base_model	-0.00153181465156013	0.0208626852195619	0.941468992535133	65.7801703574776	SNORD38B
base_model	0.0414134757383524	0.0127689089650238	0.00118151350022914	51.4361240541258	UROD
base_model	0.102170038944067	0.045567617763552	0.0249508219305212	NA	HPDL
base_model	0.00371806161252553	0.0101177226651003	0.713260942146582	51.6981108618338	TOE1
base_model	0.0455871208605728	0.0170701616546611	0.00757217981372529	NA	MMACHC
base_model	0.0471580027765613	0.0238463719070801	0.0479766062898327	81.107573572403	AKR1A1
base_model	-0.0139346145632876	0.0146161837146744	0.340403207880256	80.0444406099277	NASP
base_model	0.0618845398338689	0.0152468320908513	4.93158717260796e-05	NA	TMEM69
training	-0.0977302483015168	0.0222373611526734	1.1084051280281e-05	68.266638110122	MAST2
base_model	-0.0302426642061881	0.0155671370483314	0.0520494103757754	93.5498712061771	TSPAN1
base_model	0.00206580560404042	0.00176225734336952	0.24109682850606	0	LURAP1
base_model	-0.00917161202165809	0.00212031854805479	1.52129572877916e-05	2.83953847249954	RAD54L
base_model	0.125856819702854	0.0248821894389497	4.23434985788606e-07	NA	UQCRH
base_model	-0.00580702318130136	0.00869494922390771	0.504221905846992	59.3659912789196	NSUN4
base_model	-0.092135980867433	0.020120138733992	4.66553539404419e-06	77.7108635270613	FAAH
base_model	-0.166212314477291	0.0426155604165731	9.6084328255838e-05	97.7487448509698	CYP4B1
base_model	-0.126831105706753	0.036653700264661	0.000539666473323713	NA	CYP4X1
base_model	-0.00203319062770735	0.00125724090917798	0.1058384410865	0	CYP4Z1
base_model	-0.0339901288954415	0.0123777940056291	0.0060316268028015	57.3877459222153	CMPK1
avg_age	0.0591033447387368	0.019681243502949	0.00267306969676984	6.89616275618403	FOXD2
base_model	-0.0131989446001544	0.0145479216455625	0.364262154680331	57.6873686952501	STRADB
base_model	0.0261246381036185	0.0160850336996926	0.104342066313884	69.0391624784454	CDKN2C
base_model	-0.0457356726775858	0.0113640228658402	5.707167869017e-05	41.754536829142	RNF11
base_model	-0.0252688221841091	0.0479749998109532	0.598396292643474	98.287061875547	OSBPL9
base_model	-0.0565469283722047	0.0117814787914805	1.58946273772731e-06	NA	BTF3L4
prop_males	0.0385692838509397	0.0189696535368185	0.0420313400261133	39.7696330858126	ZFYVE9
base_model	-0.000821872876669681	0.00631272291865116	0.896413664742892	18.5643360770229	PRPF38A
base_model	0.00217016195706038	0.0291335595737569	0.94062041312011	89.6272258213519	GPX7
base_model	-0.0119690540719517	0.0220949791789206	0.588018832954155	71.8597086607646	ZYG11B
time	-0.0136619285032201	0.00337128601206144	5.06865971340629e-05	0.785333565786656	ZYG11A
base_model	0.0224402956100108	0.00964019647152368	0.0199235733015953	44.7612668693693	SCP2
training	0.125587171842224	0.0338378984284757	0.000206087320213413	73.2023937277433	CPT2
base_model	0.000356104846096876	0.00149451814301226	0.811668570056943	2.9153927054105	DMRTB1
base_model	-6.25339552380393e-05	0.00544086530270408	0.990829808099443	27.0078241369316	TCEANC2
base_model	0.0255416693427364	0.0109697878014695	0.0198927335517405	43.9408126368183	MRPL37
base_model	-0.0202626094222506	0.0550009744654905	0.712571602900789	NA	ACOT11
base_model	-0.00807438827226632	0.031496435679426	0.797673802369168	NA	MROH7
base_model	-0.0507802408502966	0.031612626895982	0.108201909194604	NA	TTC4
base_model	-0.000203796816526127	0.00143789819155565	0.887291351627219	0.879190693181641	LEXM
base_model	0.00182057667024227	0.00279811482050138	0.515276308533497	27.3813727811302	TMEM61
base_model	-0.000363741690547544	0.00146126634488075	0.803420932292473	1.61477517336817	BSND
base_model	-0.104238092971654	0.0221914852883019	2.63737721682567e-06	79.3419653238749	PRKAA2
base_model	0.000417344725775997	0.00139655685203612	0.765063398840534	0	C8A
base_model	-0.0108784881826382	0.0206015374894508	0.597469810605724	NA	NFIA
base_model	-0.0482401603696161	0.0189329534789094	0.0108358959226291	NA	PATJ
base_model	0.00178929022757216	0.00135697198012198	0.187306084480368	0	L1TD1
base_model	-0.0314449432915789	0.0306477509173129	0.304886188025027	NA	USP1
base_model	-0.000386556525867209	0.00237764624263577	0.870849532639237	8.9841574638055	ALG6
base_model	-0.0242194286267522	0.0324272451530738	0.455132876305723	NA	PGM1
base_model	-0.000517407093205993	0.00152870011651313	0.735014962862462	6.83033009543172	ROR1
time	0.040501572653908	0.0141650837475019	0.00424638599683445	12.9674904785261	CACHD1
base_model	0.0499201979738831	0.0191664927456067	0.00919934661511661	85.5654946843516	RAVER2
base_model	0.000533435086625582	0.0022488170227198	0.812496224301822	21.4231821555533	AK4
base_model	-0.0979922602518697	0.0583357597201687	0.0929967320471648	NA	PDE4B
base_model	0.0391983748400305	0.0163240852789449	0.0163387179033	NA	SGIP1
base_model	0.00140989614714612	0.00151199788930637	0.351092496279078	0.0191316355339369	DYNLT5
base_model	-0.00528694669043167	0.00470112093660839	0.260752614263579	19.1266365640277	MIER1
base_model	0.00466873610151859	0.00451996020080423	0.301643532389379	29.7624069581862	IL12RB2
base_model	0.208514514224821	0.155731418777044	0.180591276065175	NA	GADD45A
base_model	-0.00139217827339831	0.00144667051491077	0.335882532083605	2.010367988885	LRRC7
base_model	-0.00139841662599147	0.0035558153099211	0.694115682997545	0.720732749371245	PIN1P1
base_model	-0.0170720697724811	0.0224380105530862	0.446743752263887	NA	SRSF11
base_model	-0.0013414451473656	0.00235499601645235	0.568937673847773	10.4215433234075	HHLA3
base_model	-0.0810087026107718	0.0284200891411728	0.0043663889286593	97.1793899286755	CTH
base_model	-0.00177043201368871	0.00138371187838305	0.200727991748253	0	TNNI3K
base_model	0.0969552434157378	0.0244331185588857	7.24207509620286e-05	NA	ACADM
base_model	0.0510110592922695	0.0205777819287126	0.0131773963316914	68.1537866502275	RABGGTB
base_model	0.0551971304912381	0.0463056333191729	0.233254339234925	92.8234250402858	SNORD45C
base_model	0.0482964333709237	0.0231557143655553	0.0370036147849786	NA	SNORD45A
base_model	0.0288085131972029	0.0136618812147792	0.0349723544522793	33.9371642386632	SNORD45B
base_model	-0.0316781127996211	0.0186334992005125	0.0891191743971363	NA	MSH4
base_model	0.104818297741055	0.037771152336371	0.00551866555307711	NA	ST6GALNAC3
base_model	-0.0326434933951928	0.0071318527912664	4.71374525101762e-06	34.2465587903344	MIGA1
training	-0.116491502950504	0.0454278216063777	0.0103377978613436	78.3357554486507	NEXN
